;date;news;cleaned_tweets
20;2022-11-20 23:40:14;WorldCup2022;No matter what will be england and iran world cup2022 outcome the things is football stand here as a fair game and to see how world react to iran situtaion and sending message around the world for young poeple in particular to see that inclucivity is very important
21;2022-11-20 23:30:06;WorldCup2022;Good luck to the US mens national soccer team today as they kick off the 2022 world cup against Wales worldcup2022 emergencyservice water mold fire hazardcleaning waterdamage disastercleanup commercial residential construction restoration ordorremoval s e r v p r o
22;2022-11-20 23:36:29;WorldCup2022;world cup2022 one thing I learned yesterday is 90 of the so called Football fans are oblivious to the Offside rule
23;2022-11-20 23:54:31;WorldCup2022;Lets go team u s a world cup2022
24;2022-11-20 23:33:02;WorldCup2022;Come on England Bring it home f i f a world cup world cup2022 qatar world cup2022 three lions england
25;2022-11-20 23:56:08;WorldCup2022;world cup2022 amp go together so well Hungry For Your Love
26;2022-11-20 23:48:47;WorldCup2022;What happened in Turkish football todayturkish national team cuneyt cakir world cup2022
27;2022-11-20 23:59:21;WorldCup2022;What are we drinking today world cup2022
28;2022-11-20 23:42:17;WorldCup2022;Video president biden wishes u s m n t good luck world cup world cup2022 qatar2022 qatar
29;2022-11-20 23:53:44;WorldCup2022;What is your World Cup prediction We have ber in the Final g e r b e l world cup2022
30;2022-11-20 23:34:48;WorldCup2022;Will those of us in Canada who cant watch world cup2022 games live be able to access them on demand through TSN
31;2022-11-20 23:28:24;WorldCup2022;I didnt know jungkook was about to perform today When I saw him on live I was shocked world cup qatar2022 world cup2022 j u n g k o o kx f i f a f i f a world cup2022
32;2022-11-20 23:31:57;WorldCup2022;Im in on the Gaffers world cup2022 Sweepstakes where supporting an underdog is a winning strategy From gaffers underdogs
33;2022-11-20 23:37:32;WorldCup2022;This celebration is breaking controllers in Fifa Best world cup opening ever south africa2010 qatar2022 world cup2022
34;2022-11-20 23:39:24;WorldCup2022;Hey Can you feel the intensity of world cup2022 in here Are the having a good time at
35;2022-11-20 23:42:49;WorldCup2022;World Cup 2022 Ecuador defeats Qatar 20 world cup world cup2022
36;2022-11-20 23:50:22;WorldCup2022;Exciting things are happening at sporten headquarters Dont miss the opportunity and see you at the world cup2022 f i f a world cup qatar2022 qatar world cup2022 airdrop BALL
37;2022-11-20 23:36:12;WorldCup2022;Ian Wright Id take the fine for that wearing the armband And a yellow card Ian Nah Lol i t v football world cup world cup2022
38;2022-11-20 23:27:13;WorldCup2022;The complete unsuitability of qatar to host world cup2022 is only part of the problem There are also unaswered questions as to why it was awarded to them and following the removal of the profoundly suspect Blatter why the current leadership allowed it to continue
39;2022-11-20 23:57:32;WorldCup2022;And like will the mexican fans be able to scream PUTO now Or is that too homophobic for qatar world cup2022
40;2023-06-09 16:09:28;Iran Revolution;Iran Zahedan March and protests of the people of Zahedan They chant against the rule of mullahs iran iran protests iran revolution no2 shah no2 mullahs
41;2023-06-10 08:21:20;Iran Revolution;Watch and judge how iran revolution has produced a dual language among state officials free iran2023 no2 shah no2 mullahs
42;2023-06-10 08:57:07;Iran Revolution;The spirit of democracy and freedom is alive in zahedan The protestors unfazed by 36 weeks of demonstrations proudly wave their sign Democratic Coalition for a Free Iran Lets amplify their voices and support their cause iran iranprotests
43;2023-06-10 00:19:44;Iran Revolution;16yearold Farhad Navai who was arrested in connection with the recent protests in Mahabad in November 2022 has been kept without any trial in a detention center since his arrest It was said he was tortured to obtain forced confessioniran revolution
44;2023-06-09 12:57:57;Iran Revolution;iran protests at a GlanceWednesday June 7 2023 iran
45;2023-06-10 06:15:00;Iran Revolution;June 9 Tehran iran Locals in the capitals Shahrake Bagheri district were chanting antiregime slogans including Down with the dictator referring to regime Supreme Leader Ali Khamenei iran revolution
46;2023-06-10 03:52:06;Iran Revolution;Iran Urmia The Attack of Defiant Youths on the Judiciary In response to the executions and massacres of the criminal mullahs regime This shows the hatred of the people for the presence of Ebrahim Raisi the perpetrator of the 1988 massacre in azerbaijan iran iran revolution
47;2023-06-10 05:25:31;Iran Revolution;iran protests Friday June 9 2023 Daily report from the National Council of Resistance of Iran NCRI on the past days happenings free iran2023 iran revo iution
48;2023-06-10 05:08:02;Iran Revolution;Brave guys free iran2023 iran revolution
49;2023-06-09 04:54:52;Iran Revolution;This awesome comic deserves more attention iran protests japanbooks aiartcommunity
50;2023-06-10 04:39:18;Iran Revolution;iran protests June 9 Zahedan southeast iran Demonstrators are in the streets and chanting We swear on the blood of our compatriots that we will stand to the end iran revolution free iran2023
51;2023-06-10 05:26:43;Iran Revolution;Friday June 9 2023 Briefing News of the National Council of Resistance of Iran NCRI For Your Information free iran2023 iran revo iution
52;2023-06-10 07:46:13;Iran Revolution;maryam rajvi Execution in Iran leads to increased social and political tensions and reflects a lack of democracy and respect for human rights iran revolution free iran2023 free iran10 point plan
53;2023-06-09 13:20:29;Iran Revolution;NCRI Commentary Endurance as the Litmus Test Differentiating Genuine Resistance from Pretense iran revolution iran protests
54;2023-06-10 09:26:04;Iran Revolution;free iran2023 Free Iran March For a secular Democratic Republic in Iran 1 July 2023 Paris iran revolution i stand with maryam rajavi
55;2023-06-09 13:44:06;Iran Revolution;NCRI Commentary Endurance as the Litmus Test Differentiating Genuine Resistance from Pretense iran revolution iran protests
56;2023-06-10 08:40:54;Iran Revolution;iranUrmia The attack of rebel youths on the Judiciary In response to the executions and massacres of the criminal mullahs regime This shows the hatred of the people for the presence of Ebrahim Raisi the perpetrator of the 1988 massacre in Azerbaijan iran iran revolution
57;2023-06-10 09:33:45;Iran Revolution;maryam rajavi These days an industry of concocting phony alternatives has become prevalent in the political arena of course copying and pasting aspects from others 12 iran revolution free iran2023
58;2023-06-10 00:18:08;Iran Revolution;you are trash and vile also what are you doing to combat these atrocities save iran free iran freedom for iran iran protests iran revolution woman life freedom
59;2023-06-10 05:20:15;Iran Revolution;The US government has always supported terrorist mullahs in Iran to kill Iranian people Its a shame Iranians are under 100 dictatorship and want mullahs to go Please STOP supporting mullahs DONT NEGOTIATE WITH THEM mahsa amini i r g cterrorists iran revolution
60;2020-12-18 11:11:32;Vaccination;As gets set to approve pfizer bio n tech vaccine rollout preparations pick up pace across e u Meanwhile
61;2020-12-20 08:15:20;Vaccination;When The covid vaccine Poisons Enough Of The LEFT With Side Effects Like bells palsy Or As They Are Flocking
62;2020-12-14 18:52:57;Vaccination;Canadian PM Justin Trudeau announced the arrival of the first of the vaccine vials in the country bio n tech pfizer bio n tech
63;2020-12-14 21:11:19;Vaccination;ICU nurse Sandra Lindsay said she was very proud after becoming one of the first Americans to receive the Pfizer
64;2020-12-14 20:14:40;Vaccination;Would you take the vaccine Listen to the expert pfizer bio n tech Untested
65;2020-12-14 22:41:20;Vaccination;Such a great feeling A big thank you to all the healthcare professionals scientists nurses doctors caregivers
66;2020-12-14 22:25:26;Vaccination;Getting my first dose of the pfizer bio n tech covid vaccine next weekend and seeing this u n b o x i n g just made it so r
67;2020-12-14 22:55:26;Vaccination;Concerned about the side effects of the pfizer bio n tech c o v i d19 vaccine Check out my recap
68;2020-12-14 19:59:11;Vaccination;Surprised to learn those with autoimmune conditions or otherwise immunosuppressed are advised not to receive the
69;2020-12-14 23:14:56;Vaccination;Building on last weeks trial run and extending our vaccination programme this week So much effort going on b
70;2020-12-14 21:02:21;Vaccination;Screenshot 2 of that q p exchange Unfortunately Hansard does not c
71;2020-12-14 18:03:44;Vaccination;Make vaccine companies liable again pfizer bio n tech pfizer johnsonandtoxin vaccinesarepoison
72;2020-12-12 15:59:32;Vaccination;UPDATED yellow fever amp c o v i d19 immunity passports Part Two s a r s co v2 pfizer bio ntech britain december
73;2020-12-14 19:05:26;Vaccination;KFDMsFOX 4s is at Baptist hospital getting a first hand look at where the Pfizer COVID19 vacci
74;2020-12-14 23:13:35;Vaccination;The first COVID19 vaccine doses have arrived in Oregon Watch morningsonthe dove from 6am 9am tomorrow for det
75;2020-12-14 20:15:05;Vaccination;The first Ontarian was vaccinated just minutes later A PSW Anita Quidangen in Toronto pfizer bio n tech
76;2020-12-12 15:27:42;Vaccination;will rake in billions from its expensive covid vaccine but refuses to cut the price for lowe
77;2020-12-14 19:52:00;Vaccination;How the pfizer bio n tech Vaccine Works This article made a detailed explanation c o v i d19
78;2020-12-20 06:06:44;Vaccination;Same folks said daikon paste could treat a cytokine storm pfizer bio n tech
79;2020-12-14 23:48:04;Vaccination;Ive never been so excited to get a vaccine covid vaccine pfizer bio n tech vaccines save lives vaccines work
